('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 12, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 27, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 31, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 36, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 32, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 32, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 26, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 25, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 31, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 36, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 34, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 91, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 102, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 134, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 140, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 142, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 139, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 141, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 138, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 141, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 136, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 143, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 140, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 19, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 17, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 10, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 22, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.15, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 23, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.2, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 35, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.25, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 30, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.3, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 36, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.35, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.4, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 41, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.45, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.5, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 41, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.55, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.6, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 42, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.65, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.7, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.75, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 45, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.8, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 45, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.85, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.95, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 44, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.99, 'Train/Test Split:', 0.75)
