('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 49, 'Num Test:', 149, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 58, 'Num Test:', 90, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 80, 'Num Test:', 83, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 62, 'Num Test:', 75, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 58, 'Num Test:', 68, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 45, 'Num Test:', 60, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 32, 'Num Test:', 53, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 42, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 37, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 28, 'Num Test:', 30, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 17, 'Num Test:', 23, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 15, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 8, 'Num Test:', 8, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 2, 'Num Test:', 2, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 209, 'Num Test:', 564, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 507, 'Num Test:', 541, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 465, 'Num Test:', 513, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 454, 'Num Test:', 484, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 443, 'Num Test:', 456, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 412, 'Num Test:', 427, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 370, 'Num Test:', 399, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 348, 'Num Test:', 370, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 335, 'Num Test:', 342, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 302, 'Num Test:', 313, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 280, 'Num Test:', 285, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 252, 'Num Test:', 257, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 221, 'Num Test:', 228, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 192, 'Num Test:', 200, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 164, 'Num Test:', 171, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 140, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 112, 'Num Test:', 114, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 84, 'Num Test:', 86, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 52, 'Num Test:', 57, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 28, 'Num Test:', 29, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 6, 'Num Test:', 6, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 70, 'Num Test:', 177, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 44, 'Num Test:', 170, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 62, 'Num Test:', 161, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 50, 'Num Test:', 152, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 112, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 96, 'Num Test:', 134, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 116, 'Num Test:', 125, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 104, 'Num Test:', 116, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 94, 'Num Test:', 107, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 94, 'Num Test:', 98, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 88, 'Num Test:', 89, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 80, 'Num Test:', 81, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 64, 'Num Test:', 72, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 59, 'Num Test:', 63, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 52, 'Num Test:', 54, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 44, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 36, 'Num Test:', 36, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 27, 'Num Test:', 27, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 18, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 9, 'Num Test:', 9, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 2, 'Num Test:', 2, 'Num Epochs:', 10, 'Learning Rate:', 0.9, 'Train/Test Split:', 0.99)
