('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 50, 'Num Test:', 149, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 159, 'Num Test:', 257, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 137, 'Num Test:', 228, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 115, 'Num Test:', 200, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 103, 'Num Test:', 171, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 86, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 69, 'Num Test:', 114, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 54, 'Num Test:', 86, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 40, 'Num Test:', 57, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 19, 'Num Test:', 29, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 3, 'Num Test:', 6, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 59, 'Num Test:', 177, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 67, 'Num Test:', 170, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 52, 'Num Test:', 161, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 57, 'Num Test:', 152, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 44, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 39, 'Num Test:', 134, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 48, 'Num Test:', 125, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 43, 'Num Test:', 116, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 44, 'Num Test:', 107, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 38, 'Num Test:', 98, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 38, 'Num Test:', 89, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 31, 'Num Test:', 81, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 30, 'Num Test:', 72, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 27, 'Num Test:', 63, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 25, 'Num Test:', 54, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 15, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 14, 'Num Test:', 36, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 11, 'Num Test:', 27, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 4, 'Num Test:', 18, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 3, 'Num Test:', 9, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 0, 'Num Test:', 2, 'Num Epochs:', 10, 'Learning Rate:', 0.01, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 49, 'Num Test:', 149, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 47, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 44, 'Num Test:', 135, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 40, 'Num Test:', 128, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 39, 'Num Test:', 120, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 35, 'Num Test:', 113, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 30, 'Num Test:', 105, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 32, 'Num Test:', 98, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 26, 'Num Test:', 90, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 22, 'Num Test:', 83, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 19, 'Num Test:', 75, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 19, 'Num Test:', 68, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 18, 'Num Test:', 60, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 53, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 13, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 10, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 10, 'Num Test:', 30, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 4, 'Num Test:', 23, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 5, 'Num Test:', 15, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 3, 'Num Test:', 8, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 1, 'Num Test:', 2, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 354, 'Num Test:', 564, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 338, 'Num Test:', 541, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 321, 'Num Test:', 513, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 299, 'Num Test:', 484, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 282, 'Num Test:', 456, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 271, 'Num Test:', 427, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 250, 'Num Test:', 399, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 230, 'Num Test:', 370, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 219, 'Num Test:', 342, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 213, 'Num Test:', 313, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 172, 'Num Test:', 285, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 159, 'Num Test:', 257, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 183, 'Num Test:', 228, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 133, 'Num Test:', 200, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 152, 'Num Test:', 171, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 127, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 100, 'Num Test:', 114, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 74, 'Num Test:', 86, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 53, 'Num Test:', 57, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 28, 'Num Test:', 29, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 5, 'Num Test:', 6, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 47, 'Num Test:', 177, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 66, 'Num Test:', 170, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 52, 'Num Test:', 161, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 59, 'Num Test:', 152, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 56, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 51, 'Num Test:', 134, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 35, 'Num Test:', 125, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 45, 'Num Test:', 116, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 30, 'Num Test:', 107, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 25, 'Num Test:', 98, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 32, 'Num Test:', 89, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 26, 'Num Test:', 81, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 23, 'Num Test:', 72, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 24, 'Num Test:', 63, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 23, 'Num Test:', 54, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 18, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 14, 'Num Test:', 36, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 10, 'Num Test:', 27, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 2, 'Num Test:', 18, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 1, 'Num Test:', 9, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedWineData.csv', 'Num Correct:', 0, 'Num Test:', 2, 'Num Epochs:', 10, 'Learning Rate:', 0.05, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 49, 'Num Test:', 149, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 47, 'Num Test:', 143, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 44, 'Num Test:', 135, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 41, 'Num Test:', 128, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 39, 'Num Test:', 120, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 36, 'Num Test:', 113, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.25)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 34, 'Num Test:', 105, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.3)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 31, 'Num Test:', 98, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.35)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 26, 'Num Test:', 90, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.4)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 24, 'Num Test:', 83, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.45)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 23, 'Num Test:', 75, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.5)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 20, 'Num Test:', 68, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.55)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 19, 'Num Test:', 60, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.6)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 13, 'Num Test:', 53, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.65)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 15, 'Num Test:', 45, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.7)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 10, 'Num Test:', 38, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.75)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 11, 'Num Test:', 30, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.8)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 6, 'Num Test:', 23, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.85)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 5, 'Num Test:', 15, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.9)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 3, 'Num Test:', 8, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.95)
('Dataset:', '../data/normalizedIrisData.csv', 'Num Correct:', 0, 'Num Test:', 2, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.99)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 354, 'Num Test:', 564, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.01)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 342, 'Num Test:', 541, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.05)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 187, 'Num Test:', 513, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.1)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 307, 'Num Test:', 484, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.15)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 287, 'Num Test:', 456, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.2)
('Dataset:', '../data/normalizedCancerData.csv', 'Num Correct:', 287, 'Num Test:', 427, 'Num Epochs:', 10, 'Learning Rate:', 0.1, 'Train/Test Split:', 0.25)
